"age","unit","sex","country","date","value"
"TOTAL","thousands_people","M","Latvia",2014-08-01,55
"TOTAL","thousands_people","M","Latvia",2014-07-01,56
"TOTAL","thousands_people","M","Latvia",2014-06-01,57
"TOTAL","thousands_people","M","Latvia",2014-05-01,60
"TOTAL","thousands_people","M","Latvia",2014-04-01,66
"TOTAL","thousands_people","M","Latvia",2014-03-01,70
"TOTAL","thousands_people","M","Latvia",2014-02-01,70
"TOTAL","thousands_people","M","Latvia",2014-01-01,66
"TOTAL","thousands_people","M","Latvia",2013-12-01,62
"TOTAL","thousands_people","M","Latvia",2013-11-01,59
"TOTAL","thousands_people","M","Latvia",2013-10-01,59
"TOTAL","thousands_people","M","Latvia",2013-09-01,61
"TOTAL","thousands_people","M","Latvia",2013-08-01,62
"TOTAL","thousands_people","M","Latvia",2013-07-01,60
"TOTAL","thousands_people","M","Latvia",2013-06-01,56
"TOTAL","thousands_people","M","Latvia",2013-05-01,58
"TOTAL","thousands_people","M","Latvia",2013-04-01,64
"TOTAL","thousands_people","M","Latvia",2013-03-01,70
"TOTAL","thousands_people","M","Latvia",2013-02-01,75
"TOTAL","thousands_people","M","Latvia",2013-01-01,76
"TOTAL","thousands_people","M","Latvia",2012-12-01,81
"TOTAL","thousands_people","M","Latvia",2012-11-01,82
"TOTAL","thousands_people","M","Latvia",2012-10-01,79
"TOTAL","thousands_people","M","Latvia",2012-09-01,72
"TOTAL","thousands_people","M","Latvia",2012-08-01,71
"TOTAL","thousands_people","M","Latvia",2012-07-01,74
"TOTAL","thousands_people","M","Latvia",2012-06-01,83
"TOTAL","thousands_people","M","Latvia",2012-05-01,90
"TOTAL","thousands_people","M","Latvia",2012-04-01,94
"TOTAL","thousands_people","M","Latvia",2012-03-01,91
"TOTAL","thousands_people","M","Latvia",2012-02-01,88
"TOTAL","thousands_people","M","Latvia",2012-01-01,86
"TOTAL","thousands_people","M","Latvia",2011-12-01,88
"TOTAL","thousands_people","M","Latvia",2011-11-01,89
"TOTAL","thousands_people","M","Latvia",2011-10-01,88
"TOTAL","thousands_people","M","Latvia",2011-09-01,85
"TOTAL","thousands_people","M","Latvia",2011-08-01,86
"TOTAL","thousands_people","M","Latvia",2011-07-01,90
"TOTAL","thousands_people","M","Latvia",2011-06-01,98
"TOTAL","thousands_people","M","Latvia",2011-05-01,105
"TOTAL","thousands_people","M","Latvia",2011-04-01,108
"TOTAL","thousands_people","M","Latvia",2011-03-01,106
"TOTAL","thousands_people","M","Latvia",2011-02-01,102
"TOTAL","thousands_people","M","Latvia",2011-01-01,99
"TOTAL","thousands_people","M","Latvia",2010-12-01,99
"TOTAL","thousands_people","M","Latvia",2010-11-01,100
"TOTAL","thousands_people","M","Latvia",2010-10-01,103
"TOTAL","thousands_people","M","Latvia",2010-09-01,107
"TOTAL","thousands_people","M","Latvia",2010-08-01,110
"TOTAL","thousands_people","M","Latvia",2010-07-01,111
"TOTAL","thousands_people","M","Latvia",2010-06-01,115
"TOTAL","thousands_people","M","Latvia",2010-05-01,123
"TOTAL","thousands_people","M","Latvia",2010-04-01,133
"TOTAL","thousands_people","M","Latvia",2010-03-01,141
"TOTAL","thousands_people","M","Latvia",2010-02-01,142
"TOTAL","thousands_people","M","Latvia",2010-01-01,139
"TOTAL","thousands_people","M","Malta",2020-06-01,6
"TOTAL","thousands_people","M","Malta",2020-05-01,6
"TOTAL","thousands_people","M","Malta",2020-04-01,6
"TOTAL","thousands_people","M","Malta",2020-03-01,6
"TOTAL","thousands_people","M","Malta",2020-02-01,5
"TOTAL","thousands_people","M","Malta",2020-01-01,5
"TOTAL","thousands_people","M","Malta",2019-12-01,5
"TOTAL","thousands_people","M","Malta",2019-11-01,5
"TOTAL","thousands_people","M","Malta",2019-10-01,5
"TOTAL","thousands_people","M","Malta",2019-09-01,5
"TOTAL","thousands_people","M","Malta",2019-08-01,5
"TOTAL","thousands_people","M","Malta",2019-07-01,5
"TOTAL","thousands_people","M","Malta",2019-06-01,5
"TOTAL","thousands_people","M","Malta",2019-05-01,5
"TOTAL","thousands_people","M","Malta",2019-04-01,5
"TOTAL","thousands_people","M","Malta",2019-03-01,5
"TOTAL","thousands_people","M","Malta",2019-02-01,5
"TOTAL","thousands_people","M","Malta",2019-01-01,5
"TOTAL","thousands_people","M","Malta",2018-12-01,5
"TOTAL","thousands_people","M","Malta",2018-11-01,6
"TOTAL","thousands_people","M","Malta",2018-10-01,6
"TOTAL","thousands_people","M","Malta",2018-09-01,6
"TOTAL","thousands_people","M","Malta",2018-08-01,6
"TOTAL","thousands_people","M","Malta",2018-07-01,6
"TOTAL","thousands_people","M","Malta",2018-06-01,6
"TOTAL","thousands_people","M","Malta",2018-05-01,6
"TOTAL","thousands_people","M","Malta",2018-04-01,5
"TOTAL","thousands_people","M","Malta",2018-03-01,6
"TOTAL","thousands_people","M","Malta",2018-02-01,5
"TOTAL","thousands_people","M","Malta",2018-01-01,5
"TOTAL","thousands_people","M","Malta",2017-12-01,6
"TOTAL","thousands_people","M","Malta",2017-11-01,6
"TOTAL","thousands_people","M","Malta",2017-10-01,6
"TOTAL","thousands_people","M","Malta",2017-09-01,6
"TOTAL","thousands_people","M","Malta",2017-08-01,5
"TOTAL","thousands_people","M","Malta",2017-07-01,5
"TOTAL","thousands_people","M","Malta",2017-06-01,5
"TOTAL","thousands_people","M","Malta",2017-05-01,5
"TOTAL","thousands_people","M","Malta",2017-04-01,5
"TOTAL","thousands_people","M","Malta",2017-03-01,5
"TOTAL","thousands_people","M","Malta",2017-02-01,5
"TOTAL","thousands_people","M","Malta",2017-01-01,5
"TOTAL","thousands_people","M","Malta",2016-12-01,5
"TOTAL","thousands_people","M","Malta",2016-11-01,5
"TOTAL","thousands_people","M","Malta",2016-10-01,5
"TOTAL","thousands_people","M","Malta",2016-09-01,5
"TOTAL","thousands_people","M","Malta",2016-08-01,5
"TOTAL","thousands_people","M","Malta",2016-07-01,6
"TOTAL","thousands_people","M","Malta",2016-06-01,6
"TOTAL","thousands_people","M","Malta",2016-05-01,6
"TOTAL","thousands_people","M","Malta",2016-04-01,6
"TOTAL","thousands_people","M","Malta",2016-03-01,6
"TOTAL","thousands_people","M","Malta",2016-02-01,7
"TOTAL","thousands_people","M","Malta",2016-01-01,7
"TOTAL","thousands_people","M","Malta",2015-12-01,6
"TOTAL","thousands_people","M","Malta",2015-11-01,7
"TOTAL","thousands_people","M","Malta",2015-10-01,7
"TOTAL","thousands_people","M","Malta",2015-09-01,7
"TOTAL","thousands_people","M","Malta",2015-08-01,6
"TOTAL","thousands_people","M","Malta",2015-07-01,7
"TOTAL","thousands_people","M","Malta",2015-06-01,7
"TOTAL","thousands_people","M","Malta",2015-05-01,7
"TOTAL","thousands_people","M","Malta",2015-04-01,7
"TOTAL","thousands_people","M","Malta",2015-03-01,7
"TOTAL","thousands_people","M","Malta",2015-02-01,7
"TOTAL","thousands_people","M","Malta",2015-01-01,7
"TOTAL","thousands_people","M","Malta",2014-12-01,7
"TOTAL","thousands_people","M","Malta",2014-11-01,8
"TOTAL","thousands_people","M","Malta",2014-10-01,8
"TOTAL","thousands_people","M","Malta",2014-09-01,8
"TOTAL","thousands_people","M","Malta",2014-08-01,8
"TOTAL","thousands_people","M","Malta",2014-07-01,8
"TOTAL","thousands_people","M","Malta",2014-06-01,7
"TOTAL","thousands_people","M","Malta",2014-05-01,8
"TOTAL","thousands_people","M","Malta",2014-04-01,8
"TOTAL","thousands_people","M","Malta",2014-03-01,8
"TOTAL","thousands_people","M","Malta",2014-02-01,8
"TOTAL","thousands_people","M","Malta",2014-01-01,7
"TOTAL","thousands_people","M","Malta",2013-12-01,7
"TOTAL","thousands_people","M","Malta",2013-11-01,7
"TOTAL","thousands_people","M","Malta",2013-10-01,7
"TOTAL","thousands_people","M","Malta",2013-09-01,7
"TOTAL","thousands_people","M","Malta",2013-08-01,7
"TOTAL","thousands_people","M","Malta",2013-07-01,7
"TOTAL","thousands_people","M","Malta",2013-06-01,7
"TOTAL","thousands_people","M","Malta",2013-05-01,8
"TOTAL","thousands_people","M","Malta",2013-04-01,7
"TOTAL","thousands_people","M","Malta",2013-03-01,7
"TOTAL","thousands_people","M","Malta",2013-02-01,7
"TOTAL","thousands_people","M","Malta",2013-01-01,7
"TOTAL","thousands_people","M","Malta",2012-12-01,6
"TOTAL","thousands_people","M","Malta",2012-11-01,6
"TOTAL","thousands_people","M","Malta",2012-10-01,6
"TOTAL","thousands_people","M","Malta",2012-09-01,6
"TOTAL","thousands_people","M","Malta",2012-08-01,6
"TOTAL","thousands_people","M","Malta",2012-07-01,6
"TOTAL","thousands_people","M","Malta",2012-06-01,7
"TOTAL","thousands_people","M","Malta",2012-05-01,7
"TOTAL","thousands_people","M","Malta",2012-04-01,7
"TOTAL","thousands_people","M","Malta",2012-03-01,7
"TOTAL","thousands_people","M","Malta",2012-02-01,7
"TOTAL","thousands_people","M","Malta",2012-01-01,6
"TOTAL","thousands_people","M","Malta",2011-12-01,7
"TOTAL","thousands_people","M","Malta",2011-11-01,7
"TOTAL","thousands_people","M","Malta",2011-10-01,7
"TOTAL","thousands_people","M","Malta",2011-09-01,6
"TOTAL","thousands_people","M","Malta",2011-08-01,6
"TOTAL","thousands_people","M","Malta",2011-07-01,7
"TOTAL","thousands_people","M","Malta",2011-06-01,7
"TOTAL","thousands_people","M","Malta",2011-05-01,7
"TOTAL","thousands_people","M","Malta",2011-04-01,7
"TOTAL","thousands_people","M","Malta",2011-03-01,7
"TOTAL","thousands_people","M","Malta",2011-02-01,7
"TOTAL","thousands_people","M","Malta",2011-01-01,7
"TOTAL","thousands_people","M","Malta",2010-12-01,8
"TOTAL","thousands_people","M","Malta",2010-11-01,8
"TOTAL","thousands_people","M","Malta",2010-10-01,8
"TOTAL","thousands_people","M","Malta",2010-09-01,8
"TOTAL","thousands_people","M","Malta",2010-08-01,7
"TOTAL","thousands_people","M","Malta",2010-07-01,7
"TOTAL","thousands_people","M","Malta",2010-06-01,7
"TOTAL","thousands_people","M","Malta",2010-05-01,7
"TOTAL","thousands_people","M","Malta",2010-04-01,7
"TOTAL","thousands_people","M","Malta",2010-03-01,8
"TOTAL","thousands_people","M","Malta",2010-02-01,8
"TOTAL","thousands_people","M","Malta",2010-01-01,8
"TOTAL","thousands_people","M","Netherlands",2020-06-01,201
"TOTAL","thousands_people","M","Netherlands",2020-05-01,176
"TOTAL","thousands_people","M","Netherlands",2020-04-01,182
"TOTAL","thousands_people","M","Netherlands",2020-03-01,160
"TOTAL","thousands_people","M","Netherlands",2020-02-01,156
"TOTAL","thousands_people","M","Netherlands",2020-01-01,165
"TOTAL","thousands_people","M","Netherlands",2019-12-01,153
"TOTAL","thousands_people","M","Netherlands",2019-11-01,181
"TOTAL","thousands_people","M","Netherlands",2019-10-01,176
"TOTAL","thousands_people","M","Netherlands",2019-09-01,174
"TOTAL","thousands_people","M","Netherlands",2019-08-01,156
"TOTAL","thousands_people","M","Netherlands",2019-07-01,156
"TOTAL","thousands_people","M","Netherlands",2019-06-01,160
"TOTAL","thousands_people","M","Netherlands",2019-05-01,162
"TOTAL","thousands_people","M","Netherlands",2019-04-01,168
"TOTAL","thousands_people","M","Netherlands",2019-03-01,174
"TOTAL","thousands_people","M","Netherlands",2019-02-01,176
"TOTAL","thousands_people","M","Netherlands",2019-01-01,184
"TOTAL","thousands_people","M","Netherlands",2018-12-01,160
"TOTAL","thousands_people","M","Netherlands",2018-11-01,167
"TOTAL","thousands_people","M","Netherlands",2018-10-01,176
"TOTAL","thousands_people","M","Netherlands",2018-09-01,177
"TOTAL","thousands_people","M","Netherlands",2018-08-01,171
"TOTAL","thousands_people","M","Netherlands",2018-07-01,173
"TOTAL","thousands_people","M","Netherlands",2018-06-01,173
"TOTAL","thousands_people","M","Netherlands",2018-05-01,184
"TOTAL","thousands_people","M","Netherlands",2018-04-01,194
"TOTAL","thousands_people","M","Netherlands",2018-03-01,198
"TOTAL","thousands_people","M","Netherlands",2018-02-01,202
"TOTAL","thousands_people","M","Netherlands",2018-01-01,206
"TOTAL","thousands_people","M","Netherlands",2017-12-01,187
"TOTAL","thousands_people","M","Netherlands",2017-11-01,197
"TOTAL","thousands_people","M","Netherlands",2017-10-01,203
"TOTAL","thousands_people","M","Netherlands",2017-09-01,207
"TOTAL","thousands_people","M","Netherlands",2017-08-01,195
"TOTAL","thousands_people","M","Netherlands",2017-07-01,207
"TOTAL","thousands_people","M","Netherlands",2017-06-01,207
"TOTAL","thousands_people","M","Netherlands",2017-05-01,224
"TOTAL","thousands_people","M","Netherlands",2017-04-01,231
"TOTAL","thousands_people","M","Netherlands",2017-03-01,244
"TOTAL","thousands_people","M","Netherlands",2017-02-01,249
"TOTAL","thousands_people","M","Netherlands",2017-01-01,246
"TOTAL","thousands_people","M","Netherlands",2016-12-01,222
"TOTAL","thousands_people","M","Netherlands",2016-11-01,236
"TOTAL","thousands_people","M","Netherlands",2016-10-01,247
"TOTAL","thousands_people","M","Netherlands",2016-09-01,253
"TOTAL","thousands_people","M","Netherlands",2016-08-01,241
"TOTAL","thousands_people","M","Netherlands",2016-07-01,259
"TOTAL","thousands_people","M","Netherlands",2016-06-01,261
"TOTAL","thousands_people","M","Netherlands",2016-05-01,284
"TOTAL","thousands_people","M","Netherlands",2016-04-01,296
"TOTAL","thousands_people","M","Netherlands",2016-03-01,301
"TOTAL","thousands_people","M","Netherlands",2016-02-01,307
"TOTAL","thousands_people","M","Netherlands",2016-01-01,306
"TOTAL","thousands_people","M","Netherlands",2015-12-01,287
"TOTAL","thousands_people","M","Netherlands",2015-11-01,294
"TOTAL","thousands_people","M","Netherlands",2015-10-01,311
"TOTAL","thousands_people","M","Netherlands",2015-09-01,307
"TOTAL","thousands_people","M","Netherlands",2015-08-01,291
"TOTAL","thousands_people","M","Netherlands",2015-07-01,298
"TOTAL","thousands_people","M","Netherlands",2015-06-01,305
"TOTAL","thousands_people","M","Netherlands",2015-05-01,317
"TOTAL","thousands_people","M","Netherlands",2015-04-01,323
"TOTAL","thousands_people","M","Netherlands",2015-03-01,333
"TOTAL","thousands_people","M","Netherlands",2015-02-01,341
"TOTAL","thousands_people","M","Netherlands",2015-01-01,347
"TOTAL","thousands_people","M","Netherlands",2014-12-01,317
"TOTAL","thousands_people","M","Netherlands",2014-11-01,332
"TOTAL","thousands_people","M","Netherlands",2014-10-01,322
"TOTAL","thousands_people","M","Netherlands",2014-09-01,322
"TOTAL","thousands_people","M","Netherlands",2014-08-01,311
"TOTAL","thousands_people","M","Netherlands",2014-07-01,329
"TOTAL","thousands_people","M","Netherlands",2014-06-01,332
"TOTAL","thousands_people","M","Netherlands",2014-05-01,347
"TOTAL","thousands_people","M","Netherlands",2014-04-01,361
"TOTAL","thousands_people","M","Netherlands",2014-03-01,371
"TOTAL","thousands_people","M","Netherlands",2014-02-01,387
"TOTAL","thousands_people","M","Netherlands",2014-01-01,379
"TOTAL","thousands_people","M","Netherlands",2013-12-01,352
"TOTAL","thousands_people","M","Netherlands",2013-11-01,362
"TOTAL","thousands_people","M","Netherlands",2013-10-01,356
"TOTAL","thousands_people","M","Netherlands",2013-09-01,356
"TOTAL","thousands_people","M","Netherlands",2013-08-01,341
"TOTAL","thousands_people","M","Netherlands",2013-07-01,347
"TOTAL","thousands_people","M","Netherlands",2013-06-01,342
"TOTAL","thousands_people","M","Netherlands",2013-05-01,340
"TOTAL","thousands_people","M","Netherlands",2013-04-01,342
"TOTAL","thousands_people","M","Netherlands",2013-03-01,344
"TOTAL","thousands_people","M","Netherlands",2013-02-01,337
"TOTAL","thousands_people","M","Netherlands",2013-01-01,328
"TOTAL","thousands_people","M","Netherlands",2012-12-01,287
"TOTAL","thousands_people","M","Netherlands",2012-11-01,285
"TOTAL","thousands_people","M","Netherlands",2012-10-01,269
"TOTAL","thousands_people","M","Netherlands",2012-09-01,266
"TOTAL","thousands_people","M","Netherlands",2012-08-01,246
"TOTAL","thousands_people","M","Netherlands",2012-07-01,251
"TOTAL","thousands_people","M","Netherlands",2012-06-01,243
"TOTAL","thousands_people","M","Netherlands",2012-05-01,249
"TOTAL","thousands_people","M","Netherlands",2012-04-01,260
"TOTAL","thousands_people","M","Netherlands",2012-03-01,257
"TOTAL","thousands_people","M","Netherlands",2012-02-01,257
"TOTAL","thousands_people","M","Netherlands",2012-01-01,254
"TOTAL","thousands_people","M","Netherlands",2011-12-01,221
"TOTAL","thousands_people","M","Netherlands",2011-11-01,233
"TOTAL","thousands_people","M","Netherlands",2011-10-01,221
"TOTAL","thousands_people","M","Netherlands",2011-09-01,214
"TOTAL","thousands_people","M","Netherlands",2011-08-01,200
"TOTAL","thousands_people","M","Netherlands",2011-07-01,202
"TOTAL","thousands_people","M","Netherlands",2011-06-01,198
"TOTAL","thousands_people","M","Netherlands",2011-05-01,212
"TOTAL","thousands_people","M","Netherlands",2011-04-01,217
"TOTAL","thousands_people","M","Netherlands",2011-03-01,224
"TOTAL","thousands_people","M","Netherlands",2011-02-01,226
"TOTAL","thousands_people","M","Netherlands",2011-01-01,222
"TOTAL","thousands_people","M","Netherlands",2010-12-01,195
"TOTAL","thousands_people","M","Netherlands",2010-11-01,206
"TOTAL","thousands_people","M","Netherlands",2010-10-01,201
"TOTAL","thousands_people","M","Netherlands",2010-09-01,205
"TOTAL","thousands_people","M","Netherlands",2010-08-01,204
"TOTAL","thousands_people","M","Netherlands",2010-07-01,204
"TOTAL","thousands_people","M","Netherlands",2010-06-01,207
"TOTAL","thousands_people","M","Netherlands",2010-05-01,214
"TOTAL","thousands_people","M","Netherlands",2010-04-01,218
"TOTAL","thousands_people","M","Netherlands",2010-03-01,236
"TOTAL","thousands_people","M","Netherlands",2010-02-01,234
"TOTAL","thousands_people","M","Netherlands",2010-01-01,232
"TOTAL","thousands_people","M","Norway",2020-06-01,NA
"TOTAL","thousands_people","M","Norway",2020-05-01,73
"TOTAL","thousands_people","M","Norway",2020-04-01,63
"TOTAL","thousands_people","M","Norway",2020-03-01,57
"TOTAL","thousands_people","M","Norway",2020-02-01,56
"TOTAL","thousands_people","M","Norway",2020-01-01,58
"TOTAL","thousands_people","M","Norway",2019-12-01,61
"TOTAL","thousands_people","M","Norway",2019-11-01,64
"TOTAL","thousands_people","M","Norway",2019-10-01,64
"TOTAL","thousands_people","M","Norway",2019-09-01,64
"TOTAL","thousands_people","M","Norway",2019-08-01,59
"TOTAL","thousands_people","M","Norway",2019-07-01,62
"TOTAL","thousands_people","M","Norway",2019-06-01,60
"TOTAL","thousands_people","M","Norway",2019-05-01,57
"TOTAL","thousands_people","M","Norway",2019-04-01,52
"TOTAL","thousands_people","M","Norway",2019-03-01,56
"TOTAL","thousands_people","M","Norway",2019-02-01,60
"TOTAL","thousands_people","M","Norway",2019-01-01,58
"TOTAL","thousands_people","M","Norway",2018-12-01,53
"TOTAL","thousands_people","M","Norway",2018-11-01,50
"TOTAL","thousands_people","M","Norway",2018-10-01,56
"TOTAL","thousands_people","M","Norway",2018-09-01,59
"TOTAL","thousands_people","M","Norway",2018-08-01,65
"TOTAL","thousands_people","M","Norway",2018-07-01,65
"TOTAL","thousands_people","M","Norway",2018-06-01,63
"TOTAL","thousands_people","M","Norway",2018-05-01,64
"TOTAL","thousands_people","M","Norway",2018-04-01,65
"TOTAL","thousands_people","M","Norway",2018-03-01,66
"TOTAL","thousands_people","M","Norway",2018-02-01,64
"TOTAL","thousands_people","M","Norway",2018-01-01,62
